date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:53:52	98356/98356	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2003:58:04%20GMT	https://ravansh.info/contact-us/	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/contact-us/index.html	(from https://ravansh.info/)
16:53:52	92694/92694	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2011:23:49%20GMT	https://ravansh.info/trading-sectors/precious-metals/	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/trading-sectors/precious-metals/index.html	(from https://ravansh.info/)
16:53:53	154796/154796	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2011:20:19%20GMT	https://ravansh.info/open-an-account/	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/open-an-account/index.html	(from https://ravansh.info/)
16:53:53	18468/18468	---M-Z	200	added ('OK')	text/css	date:Fri,%2022%20Dec%202023%2010:06:50%20GMT	https://ravansh.info/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.18.3	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/plugins/elementor/assets/lib/animations/animations.minf3b2.css	(from https://ravansh.info/)
16:53:53	1/1	---M-Z	400	error ('Bad%20Request')	text/html	date:Wed,%2010%20Jan%202024%2011:23:50%20GMT	https://ravansh.info/wp-admin/admin-ajax.php	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-admin/admin-ajax.php	(from https://ravansh.info/)
16:53:53	25202/25202	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2022%20Dec%202023%2010:07:18%20GMT	https://ravansh.info/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from https://ravansh.info/)
16:53:53	3721/3721	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2022%20Dec%202023%2010:07:18%20GMT	https://ravansh.info/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.18.2	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.minaad7.js	(from https://ravansh.info/)
16:53:54	8892/8892	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2004%20Jan%202024%2006:02:31%20GMT	https://ravansh.info/wp-content/plugins/wp-rocket/assets/js/lazyload/17.8.3/lazyload.min.js	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/plugins/wp-rocket/assets/js/lazyload/17.8.3/lazyload.min.js	(from https://ravansh.info/)
16:53:55	20012/20012	---M--	200	added ('OK')	image/webp	date:Fri,%2022%20Dec%202023%2011:40:32%20GMT	https://ravansh.info/wp-content/uploads/2023/12/3.webp	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/uploads/2023/12/3.webp	(from https://ravansh.info/wp-content/uploads/elementor/css/post-14.css?ver=1704348650)
16:53:55	149731/149731	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Dec%202023%2011:26:36%20GMT	https://ravansh.info/wp-content/uploads/2023/12/gettyimages-865943632.jpg	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/uploads/2023/12/gettyimages-865943632.jpg	(from https://ravansh.info/wp-content/uploads/elementor/css/post-14.css?ver=1704348650)
16:53:55	69928/69928	---M--	200	added ('OK')	image/webp	date:Fri,%2022%20Dec%202023%2011:40:32%20GMT	https://ravansh.info/wp-content/uploads/2023/12/2.webp	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/uploads/2023/12/2.webp	(from https://ravansh.info/wp-content/uploads/elementor/css/post-14.css?ver=1704348650)
16:53:55	61318/61318	---M--	200	added ('OK')	image/webp	date:Fri,%2022%20Dec%202023%2011:40:31%20GMT	https://ravansh.info/wp-content/uploads/2023/12/1.webp	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/uploads/2023/12/1.webp	(from https://ravansh.info/wp-content/uploads/elementor/css/post-14.css?ver=1704348650)
16:53:56	31648/31648	---M--	200	added ('OK')	image/webp	date:Mon,%2025%20Dec%202023%2011:26:28%20GMT	https://ravansh.info/wp-content/uploads/2023/12/diamond.webp	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/uploads/2023/12/diamond.webp	(from https://ravansh.info/wp-content/uploads/elementor/css/post-14.css?ver=1704348650)
16:53:56	64215/64215	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2011:23:53%20GMT	https://ravansh.info/about-us/r	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/about-us/r	(from https://ravansh.info/about-us/)
16:53:57	19999/19999	---M-Z	200	added ('OK')	text/css	date:Thu,%2004%20Jan%202024%2006:10:58%20GMT	https://ravansh.info/wp-content/uploads/elementor/css/post-205.css?ver=1704348658	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/uploads/elementor/css/post-2056e4d.css	(from https://ravansh.info/about-us/)
16:53:57	64215/64215	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2011:23:54%20GMT	https://ravansh.info/about-us/Firefox/	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/about-us/Firefox/index.html	(from https://ravansh.info/about-us/)
16:53:57	22150/22150	---M-Z	200	added ('OK')	application/json	date:Wed,%2010%20Jan%202024%2011:23:54%20GMT	https://ravansh.info/wp-json/wp/v2/pages/205	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/wp/v2/pages/205.json	(from https://ravansh.info/about-us/)
16:53:58	2033/2033	---M-Z	200	added ('OK')	application/json	date:Wed,%2010%20Jan%202024%2011:23:55%20GMT	https://ravansh.info/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fravansh.info%2Fabout-us%2F	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/oembed/1.0/embed93ef.json	(from https://ravansh.info/about-us/)
16:53:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2011:23:55%20GMT	https://ravansh.info/?p=205	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/indexc140.html	(from https://ravansh.info/about-us/)
16:53:58	2193/2193	---M-Z	200	added ('OK')	text/xml	date:Wed,%2010%20Jan%202024%2011:23:55%20GMT	https://ravansh.info/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fravansh.info%2Fabout-us%2F&format=xml	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/oembed/1.0/embed79dd	(from https://ravansh.info/about-us/)
16:53:59	64215/64215	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2011:23:56%20GMT	https://ravansh.info/trading-sectors/r	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/trading-sectors/r	(from https://ravansh.info/trading-sectors/)
16:53:59	110035/110035	---M-Z	200	added ('OK')	text/css	date:Sun,%2005%20Nov%202023%2019:40:32%20GMT	https://ravansh.info/wp-includes/css/dist/block-library/style.min.css?ver=6.4.2	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-includes/css/dist/block-library/style.min1e39.css	(from https://ravansh.info/trading-sectors/)
16:53:59	1256/1256	---M-Z	200	added ('OK')	application/json	date:Wed,%2010%20Jan%202024%2011:23:57%20GMT	https://ravansh.info/wp-json/wp/v2/pages/26	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/wp/v2/pages/26.json	(from https://ravansh.info/trading-sectors/)
16:54:00	64215/64215	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2011:23:57%20GMT	https://ravansh.info/trading-sectors/Firefox/	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/trading-sectors/Firefox/index.html	(from https://ravansh.info/trading-sectors/)
16:54:00	2055/2055	---M-Z	200	added ('OK')	application/json	date:Wed,%2010%20Jan%202024%2011:23:57%20GMT	https://ravansh.info/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fravansh.info%2Ftrading-sectors%2F	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/oembed/1.0/embed6d90.json	(from https://ravansh.info/trading-sectors/)
16:54:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2011:23:57%20GMT	https://ravansh.info/?p=26	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/index88b9.html	(from https://ravansh.info/trading-sectors/)
16:54:00	2215/2215	---M-Z	200	added ('OK')	text/xml	date:Wed,%2010%20Jan%202024%2011:23:58%20GMT	https://ravansh.info/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fravansh.info%2Ftrading-sectors%2F&format=xml	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/oembed/1.0/embed2b63	(from https://ravansh.info/trading-sectors/)
16:54:01	64215/64215	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2011:23:58%20GMT	https://ravansh.info/trading-sectors/precious-metals/r	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/trading-sectors/precious-metals/r	(from https://ravansh.info/trading-sectors/precious-metals/)
16:54:02	14315/14315	---M-Z	200	added ('OK')	text/css	date:Sat,%2006%20Jan%202024%2019:13:07%20GMT	https://ravansh.info/wp-content/uploads/elementor/css/post-18.css?ver=1704568387	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/uploads/elementor/css/post-18683a.css	(from https://ravansh.info/trading-sectors/precious-metals/)
16:54:02	64215/64215	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2011:23:59%20GMT	https://ravansh.info/trading-sectors/precious-metals/Firefox/	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/trading-sectors/precious-metals/Firefox/index.html	(from https://ravansh.info/trading-sectors/precious-metals/)
16:54:02	15851/15851	---M-Z	200	added ('OK')	application/json	date:Wed,%2010%20Jan%202024%2011:23:59%20GMT	https://ravansh.info/wp-json/wp/v2/pages/18	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/wp/v2/pages/18.json	(from https://ravansh.info/trading-sectors/precious-metals/)
16:54:03	2110/2110	---M-Z	200	added ('OK')	application/json	date:Wed,%2010%20Jan%202024%2011:24:00%20GMT	https://ravansh.info/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fravansh.info%2Ftrading-sectors%2Fprecious-metals%2F	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/oembed/1.0/embedf21e.json	(from https://ravansh.info/trading-sectors/precious-metals/)
16:54:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2011:24:00%20GMT	https://ravansh.info/?p=18	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/index0735.html	(from https://ravansh.info/trading-sectors/precious-metals/)
16:54:03	2268/2268	---M-Z	200	added ('OK')	text/xml	date:Wed,%2010%20Jan%202024%2011:24:00%20GMT	https://ravansh.info/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fravansh.info%2Ftrading-sectors%2Fprecious-metals%2F&format=xml	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/oembed/1.0/embedcda9	(from https://ravansh.info/trading-sectors/precious-metals/)
16:54:04	64215/64215	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2011:24:01%20GMT	https://ravansh.info/trading-sectors/precious-stones/r	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/trading-sectors/precious-stones/r	(from https://ravansh.info/trading-sectors/precious-stones/)
16:54:04	7657/7657	---M-Z	200	added ('OK')	text/css	date:Thu,%2004%20Jan%202024%2006:31:52%20GMT	https://ravansh.info/wp-content/uploads/elementor/css/post-20.css?ver=1704349912	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/uploads/elementor/css/post-20d1e1.css	(from https://ravansh.info/trading-sectors/precious-stones/)
16:54:05	64215/64215	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2011:24:02%20GMT	https://ravansh.info/trading-sectors/precious-stones/Firefox/	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/trading-sectors/precious-stones/Firefox/index.html	(from https://ravansh.info/trading-sectors/precious-stones/)
16:54:05	10177/10177	---M-Z	200	added ('OK')	application/json	date:Wed,%2010%20Jan%202024%2011:24:02%20GMT	https://ravansh.info/wp-json/wp/v2/pages/20	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/wp/v2/pages/20.json	(from https://ravansh.info/trading-sectors/precious-stones/)
16:54:05	2110/2110	---M-Z	200	added ('OK')	application/json	date:Wed,%2010%20Jan%202024%2011:24:02%20GMT	https://ravansh.info/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fravansh.info%2Ftrading-sectors%2Fprecious-stones%2F	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/oembed/1.0/embedf36d.json	(from https://ravansh.info/trading-sectors/precious-stones/)
16:54:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2011:24:02%20GMT	https://ravansh.info/?p=20	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/index341b.html	(from https://ravansh.info/trading-sectors/precious-stones/)
16:54:05	2268/2268	---M-Z	200	added ('OK')	text/xml	date:Wed,%2010%20Jan%202024%2011:24:03%20GMT	https://ravansh.info/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fravansh.info%2Ftrading-sectors%2Fprecious-stones%2F&format=xml	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/oembed/1.0/embed7768	(from https://ravansh.info/trading-sectors/precious-stones/)
16:54:06	64215/64215	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2011:24:03%20GMT	https://ravansh.info/open-an-account/r	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/open-an-account/r	(from https://ravansh.info/open-an-account/)
16:54:07	6029/6029	---M-Z	200	added ('OK')	text/css	date:Thu,%2004%20Jan%202024%2005:39:11%20GMT	https://ravansh.info/wp-content/uploads/elementor/css/post-22.css?ver=1704346751	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/uploads/elementor/css/post-227184.css	(from https://ravansh.info/open-an-account/)
16:54:07	86450/86450	---M-Z	200	added ('OK')	application/json	date:Wed,%2010%20Jan%202024%2011:24:04%20GMT	https://ravansh.info/wp-json/wp/v2/pages/22	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/wp/v2/pages/22.json	(from https://ravansh.info/open-an-account/)
16:54:08	64215/64215	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2011:24:04%20GMT	https://ravansh.info/open-an-account/Firefox/	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/open-an-account/Firefox/index.html	(from https://ravansh.info/open-an-account/)
16:54:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2011:24:05%20GMT	https://ravansh.info/?p=22	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/index0345.html	(from https://ravansh.info/open-an-account/)
16:54:08	2076/2076	---M-Z	200	added ('OK')	application/json	date:Wed,%2010%20Jan%202024%2011:24:05%20GMT	https://ravansh.info/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fravansh.info%2Fopen-an-account%2F	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/oembed/1.0/embedd497.json	(from https://ravansh.info/open-an-account/)
16:54:08	2236/2236	---M-Z	200	added ('OK')	text/xml	date:Wed,%2010%20Jan%202024%2011:24:06%20GMT	https://ravansh.info/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fravansh.info%2Fopen-an-account%2F&format=xml	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/oembed/1.0/embed9eb7	(from https://ravansh.info/open-an-account/)
16:54:09	17222/17222	---M-Z	200	added ('OK')	text/css	date:Fri,%2022%20Dec%202023%2010:06:50%20GMT	https://ravansh.info/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css?ver=4.1.4	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.mineda1.css	(from https://ravansh.info/open-an-account/)
